poi_id,code commune INSEE,IRIS,category,kpi,value,value_comp,city,mean_income,population
Mondeville 2,14062,140620000,work,Visites,0.013068347457201162,130,BENY SUR MER,21316.0,374.0
Côte de Nacre,14066,140660000,home,Visites,0.622250354897399,6724,BERNIERES SUR MER,20228.0,2311.0
Côte de Nacre,14066,140660000,work,Visites,0.4963533039889455,5424,BERNIERES SUR MER,20228.0,2311.0
Mondeville 2,14066,140660000,home,Visites,0.29373101668898394,2878,BERNIERES SUR MER,20228.0,2311.0
Mondeville 2,14066,140660000,work,Visites,0.2957467555314294,2942,BERNIERES SUR MER,20228.0,2311.0
Les Rives de l'Orne,14066,140660000,home,Visites,0.2644738964688702,623,BERNIERES SUR MER,20228.0,2311.0
Les Rives de l'Orne,14066,140660000,work,Visites,0.21658122825438,526,BERNIERES SUR MER,20228.0,2311.0
Val Saint Clair,14066,140660000,home,Visites,0.29832169105496376,2392,BERNIERES SUR MER,20228.0,2311.0
Val Saint Clair,14066,140660000,work,Visites,0.33770690102077344,2736,BERNIERES SUR MER,20228.0,2311.0
Côte de Nacre,14068,140680000,home,Visites,2.013614734118457,21759,BIEVILLE BEUVILLE,28289.0,2525.0
Côte de Nacre,14068,140680000,work,Visites,0.9879480586033658,10796,BIEVILLE BEUVILLE,28289.0,2525.0
Mondeville 2,14068,140680000,home,Visites,0.5087731473921422,4985,BIEVILLE BEUVILLE,28289.0,2525.0
Mondeville 2,14068,140680000,work,Visites,0.23221448173949757,2310,BIEVILLE BEUVILLE,28289.0,2525.0
Les Rives de l'Orne,14068,140680000,home,Visites,0.7250745026787003,1708,BIEVILLE BEUVILLE,28289.0,2525.0
Les Rives de l'Orne,14068,140680000,work,Visites,0.2544623556296708,618,BIEVILLE BEUVILLE,28289.0,2525.0
Val Saint Clair,14068,140680000,home,Visites,2.2007460536604895,17646,BIEVILLE BEUVILLE,28289.0,2525.0
Val Saint Clair,14068,140680000,work,Visites,1.181233568263451,9570,BIEVILLE BEUVILLE,28289.0,2525.0
Côte de Nacre,14076,140760000,home,Visites,1.9445786299017023,21013,BLAINVILLE SUR ORNE,19044.0,5676.0
Côte de Nacre,14076,140760000,work,Visites,0.9549127446763729,10435,BLAINVILLE SUR ORNE,19044.0,5676.0
Mondeville 2,14076,140760000,home,Visites,1.3292400143701624,13024,BLAINVILLE SUR ORNE,19044.0,5676.0
Mondeville 2,14076,140760000,work,Visites,0.844717874483549,8403,BLAINVILLE SUR ORNE,19044.0,5676.0
Les Rives de l'Orne,14076,140760000,home,Visites,1.5647685110501695,3686,BLAINVILLE SUR ORNE,19044.0,5676.0
Les Rives de l'Orne,14076,140760000,work,Visites,0.6188623309245878,1503,BLAINVILLE SUR ORNE,19044.0,5676.0
Val Saint Clair,14076,140760000,home,Visites,6.365401667957482,51039,BLAINVILLE SUR ORNE,19044.0,5676.0
Val Saint Clair,14076,140760000,work,Visites,4.423392621301702,35837,BLAINVILLE SUR ORNE,19044.0,5676.0
Côte de Nacre,14085,140850000,home,Visites,0.009624336244695048,104,BONNEVILLE LA LOUVET,19325.0,796.0
Côte de Nacre,14089,140890000,home,Visites,0.08032619096533944,868,BOUGY,19923.5,450.0
Mondeville 2,14089,140890000,home,Visites,0.09603922401123485,941,BOUGY,19923.5,450.0
Val Saint Clair,14089,140890000,home,Visites,0.03242627076684389,260,BOUGY,19923.5,450.0
Côte de Nacre,14090,140900000,home,Visites,0.10346161463047177,1118,BOULON,21412.0,609.0
Côte de Nacre,14090,140900000,work,Visites,0.01006616213841888,110,BOULON,21412.0,609.0
Mondeville 2,14090,140900000,home,Visites,0.1362511839054182,1335,BOULON,21412.0,609.0
Mondeville 2,14090,140900000,work,Visites,0.0253324889170361,252,BOULON,21412.0,609.0
Val Saint Clair,14090,140900000,home,Visites,0.045895644777686734,368,BOULON,21412.0,609.0
Côte de Nacre,14092,140920000,home,Visites,0.09911215498142688,1071,BOURGUEBUS,19273.0,1429.0
Mondeville 2,14092,140920000,home,Visites,0.5496995329697247,5386,BOURGUEBUS,19273.0,1429.0
Mondeville 2,14092,140920000,work,Visites,0.23563235722830403,2344,BOURGUEBUS,19273.0,1429.0
Les Rives de l'Orne,14092,140920000,home,Visites,0.25937969621585827,611,BOURGUEBUS,19273.0,1429.0
Val Saint Clair,14092,140920000,home,Visites,0.17672317567929918,1417,BOURGUEBUS,19273.0,1429.0
Côte de Nacre,14097,140970000,home,Visites,0.1251163711810356,1352,BRETTEVILLE LE RABET,16539.0,257.0
Côte de Nacre,14097,140970000,work,Visites,0.12143451961528959,1327,BRETTEVILLE LE RABET,16539.0,257.0
Mondeville 2,14097,140970000,home,Visites,0.294955746431954,2890,BRETTEVILLE LE RABET,16539.0,257.0
Mondeville 2,14097,140970000,work,Visites,0.334449169154679,3327,BRETTEVILLE LE RABET,16539.0,257.0
Les Rives de l'Orne,14097,140970000,home,Visites,0.09042205449096204,213,BRETTEVILLE LE RABET,16539.0,257.0
Val Saint Clair,14097,140970000,home,Visites,0.07258495994731978,582,BRETTEVILLE LE RABET,16539.0,257.0
Val Saint Clair,14097,140970000,work,Visites,0.11244553612204845,911,BRETTEVILLE LE RABET,16539.0,257.0
Côte de Nacre,14098,140980000,home,Visites,0.11900861933344069,1286,BRETTEVILLE L ORGUEILLEUSE,21378.0,2440.0
Côte de Nacre,14098,140980000,work,Visites,0.09251718110855899,1011,BRETTEVILLE L ORGUEILLEUSE,21378.0,2440.0
Mondeville 2,14098,140980000,home,Visites,0.0733817237662889,719,BRETTEVILLE L ORGUEILLEUSE,21378.0,2440.0
Mondeville 2,14098,140980000,work,Visites,0.08544688722016144,850,BRETTEVILLE L ORGUEILLEUSE,21378.0,2440.0
Val Saint Clair,14098,140980000,home,Visites,0.08081624406505708,648,BRETTEVILLE L ORGUEILLEUSE,21378.0,2440.0
Val Saint Clair,14098,140980000,work,Visites,0.04394139501586087,356,BRETTEVILLE L ORGUEILLEUSE,21378.0,2440.0
Côte de Nacre,14100,141000000,home,Visites,0.23829486375086295,2575,BRETTEVILLE SUR LAIZE,18973.0,1667.0
Côte de Nacre,14100,141000000,work,Visites,0.2211810353505312,2417,BRETTEVILLE SUR LAIZE,18973.0,1667.0
Mondeville 2,14100,141000000,home,Visites,0.5358192625493974,5250,BRETTEVILLE SUR LAIZE,18973.0,1667.0
Mondeville 2,14100,141000000,work,Visites,0.5867688008283322,5837,BRETTEVILLE SUR LAIZE,18973.0,1667.0
Les Rives de l'Orne,14100,141000000,home,Visites,0.1430621237720855,337,BRETTEVILLE SUR LAIZE,18973.0,1667.0
Les Rives de l'Orne,14100,141000000,work,Visites,0.30634303007843866,744,BRETTEVILLE SUR LAIZE,18973.0,1667.0
Val Saint Clair,14100,141000000,home,Visites,0.21713129771182774,1741,BRETTEVILLE SUR LAIZE,18973.0,1667.0
Val Saint Clair,14100,141000000,work,Visites,0.2383450386955824,1931,BRETTEVILLE SUR LAIZE,18973.0,1667.0
Côte de Nacre,14101,141010000,home,Visites,1.0740389082301032,11606,BRETTEVILLE SUR ODON,24479.0,3855.0
Côte de Nacre,14101,141010000,work,Visites,0.5405529068330939,5907,BRETTEVILLE SUR ODON,24479.0,3855.0
Mondeville 2,14101,141010000,home,Visites,1.1803332897873868,11565,BRETTEVILLE SUR ODON,24479.0,3855.0
Mondeville 2,14101,141010000,work,Visites,0.5823456678428179,5793,BRETTEVILLE SUR ODON,24479.0,3855.0
Les Rives de l'Orne,14101,141010000,home,Visites,1.874665693108396,4416,BRETTEVILLE SUR ODON,24479.0,3855.0
Les Rives de l'Orne,14101,141010000,work,Visites,0.8197970065674346,1991,BRETTEVILLE SUR ODON,24479.0,3855.0
Val Saint Clair,14101,141010000,home,Visites,0.8156454262121501,6540,BRETTEVILLE SUR ODON,24479.0,3855.0
Val Saint Clair,14101,141010000,work,Visites,0.40510016416307687,3282,BRETTEVILLE SUR ODON,24479.0,3855.0
Côte de Nacre,14102,141020000,home,Visites,0.021839839939884916,236,LE BREUIL EN AUGE,20610.0,995.0
Côte de Nacre,14103,141030000,home,Visites,0.02017408943599539,218,LE BREUIL EN BESSIN,18245.0,411.0
Côte de Nacre,14103,141030000,work,Visites,0.010523714962892465,115,LE BREUIL EN BESSIN,18245.0,411.0
Mondeville 2,14103,141030000,home,Visites,0.03766043959632907,369,LE BREUIL EN BESSIN,18245.0,411.0
Mondeville 2,14103,141030000,work,Visites,0.014576233702262834,145,LE BREUIL EN BESSIN,18245.0,411.0
Côte de Nacre,14106,141060000,home,Visites,0.22857798581150737,2470,BREVILLE LES MONTS,21902.0,650.0
Côte de Nacre,14106,141060000,work,Visites,0.10953814617897636,1197,BREVILLE LES MONTS,21902.0,650.0
Mondeville 2,14106,141060000,home,Visites,0.2862805774192495,2805,BREVILLE LES MONTS,21902.0,650.0
Mondeville 2,14106,141060000,work,Visites,0.11962564210822602,1190,BREVILLE LES MONTS,21902.0,650.0
Les Rives de l'Orne,14106,141060000,home,Visites,0.21183382718774674,499,BREVILLE LES MONTS,21902.0,650.0
Val Saint Clair,14106,141060000,home,Visites,0.32463685694651784,2603,BREVILLE LES MONTS,21902.0,650.0
Val Saint Clair,14106,141060000,work,Visites,0.126516656997914,1025,BREVILLE LES MONTS,21902.0,650.0
Côte de Nacre,14109,141090000,home,Visites,0.15565513041901027,1682,BROUAY,20259.0,473.0
Côte de Nacre,14109,141090000,work,Visites,0.07586225829772048,829,BROUAY,20259.0,473.0
Mondeville 2,14109,141090000,home,Visites,0.07419821026160227,727,BROUAY,20259.0,473.0
Les Rives de l'Orne,14109,141090000,home,Visites,0.044574252213854526,105,BROUAY,20259.0,473.0
Val Saint Clair,14109,141090000,home,Visites,0.08443302041982044,677,BROUAY,20259.0,473.0
Val Saint Clair,14109,141090000,work,Visites,0.013577397336361504,110,BROUAY,20259.0,473.0
Côte de Nacre,14117,141170000,home,Visites,0.27457120805779045,2967,CABOURG,17911.0,3800.0
Côte de Nacre,14117,141170000,work,Visites,0.44721213064048243,4887,CABOURG,17911.0,3800.0
Mondeville 2,14117,141170000,home,Visites,0.39130115287893136,3834,CABOURG,17911.0,3800.0
Mondeville 2,14117,141170000,work,Visites,0.7127275651658173,7090,CABOURG,17911.0,3800.0
Les Rives de l'Orne,14117,141170000,home,Visites,0.44107283857328433,1039,CABOURG,17911.0,3800.0
Les Rives de l'Orne,14117,141170000,work,Visites,0.6983303481357956,1696,CABOURG,17911.0,3800.0
Val Saint Clair,14117,141170000,home,Visites,0.32575930478075477,2612,CABOURG,17911.0,3800.0
Val Saint Clair,14117,141170000,work,Visites,0.5717318587456953,4632,CABOURG,17911.0,3800.0
Côte de Nacre,14118,141180101,home,Visites,0.6973942109617488,7536,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180101,work,Visites,0.5732221785005078,6264,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180102,home,Visites,2.5262957225377893,27299,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180102,work,Visites,3.020214683785243,33004,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180201,home,Visites,0.9355965330179512,10110,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180201,work,Visites,1.2418898761862056,13571,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180202,home,Visites,0.6262296477678018,6767,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180202,work,Visites,0.5917073126092407,6466,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180301,home,Visites,0.31279092795258906,3380,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180301,work,Visites,0.19345333418743194,2114,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180302,home,Visites,0.20100056080266965,2172,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180302,work,Visites,0.19107405950016929,2088,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180303,home,Visites,0.17286788562586874,1868,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180303,work,Visites,0.16188218929875453,1769,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180401,home,Visites,0.33898022754151885,3663,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180401,work,Visites,0.10285787494166201,1124,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180402,home,Visites,0.5776452580710238,6242,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180402,work,Visites,0.5973809676327132,6528,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180501,home,Visites,0.8460161725865589,9142,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180501,work,Visites,0.41985047173696205,4588,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180502,home,Visites,0.10475719835571917,1132,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180601,home,Visites,0.21432656483378587,2316,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180601,work,Visites,0.19098254893527458,2087,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180701,home,Visites,0.11447407629507475,1237,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180701,work,Visites,0.01418413755868115,155,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180702,home,Visites,0.7921569062941308,8560,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180702,work,Visites,0.27956477575336075,3055,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180801,home,Visites,1.5855168546188485,17133,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180801,work,Visites,1.9858707687802557,21701,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180802,home,Visites,0.16435404971710005,1776,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180802,work,Visites,0.13012802328028772,1422,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180803,home,Visites,0.28317758566121964,3060,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180803,work,Visites,0.07348298361045782,803,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180804,home,Visites,0.13381529047912538,1446,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180804,work,Visites,0.1750597106435938,1913,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180901,home,Visites,0.16018967345737622,1731,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180901,work,Visites,0.12170905130997374,1330,CAEN,18547.0,108793.0
Côte de Nacre,14118,141180902,home,Visites,0.5585816689709548,6036,CAEN,18547.0,108793.0
